Issue id,Summary,Status,Priority,Resolution,Description
216843,Focused row is invisible if editor's height is smaller then 5 rows.,,,,"<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ --> <!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ --> <!-- 🕮 Read our guide about submitting issues: https://github.com/microsoft/vscode/wiki/Submitting-Bugs-and-Suggestions --> <!-- 🔎 Search existing issues to avoid creating duplicates. --> <!-- 🧪 Test using the latest Insiders build to see if your issue has already been fixed: https://code.visualstudio.com/insiders/ --> <!-- 💡 Instead of creating your report here, use 'Report Issue' from the 'Help' menu in VS Code to pre-fill useful information. --> <!-- 🔧 Launch with `code --disable-extensions` to check. --> Does this issue occur when all extensions are disabled?: Yes/No <!-- 🪓 If you answered No above, use 'Help: Start Extension Bisect' from Command Palette to try to identify the cause. --> <!-- 📣 Issues caused by an extension need to be reported directly to the extension publisher. The 'Help > Report Issue' dialog can assist with this. --> - VS Code Version: - OS Version: Steps to Reproduce: 1. Open https://vscode.dev/ 2. set editor's height < 5 rows 3. Type a few lines. If lines quantity grows more than editor's height, cursor is a"
216818,Suggest commands are not serialized,,,completed,Related: https://github.com/microsoft/vscode/issues/210753 Currently on shell start up all aliases/commands are sent over from pwsh. This is not being serialized land restored so suggest doesn't work properly after. Before reload: ![image](https://github.com/user-attachments/assets/c6ca7b53-a245-405c-8f89-2d42ca6f337a) After reload: ![image](https://github.com/user-attachments/assets/9121cce5-53eb-4d85-8d60-100bffdb14c3)
216817,Integrated terminal: sticky scroll header has wider letter spacing,,,reopened,"Type: <b>Bug</b> Configuration using all defaults except these: ```jsonc { // I think Monaspace makes it obvious but other fonts are also affected: ""terminal.integrated.fontFamily"": ""Monaspace Argon, Input Mono, Monaco, monospace"", ""terminal.integrated.fontSize"": 11, ""terminal.integrated.fontWeight"": ""400"", ""terminal.integrated.fontWeightBold"": ""800"", // more obvious with 1 set here, but 0 also reproduces ""terminal.integrated.letterSpacing"": 1, } ``` 1. Run a few commands in the integrated terminal 2. Scroll down to trigger sticky scroll Compare the non-sticky appearance: ![Screenshot 2024-06-21 at 10 55 00](https://github.com/microsoft/vscode/assets/11131775/e183b93d-d6de-467e-b4a5-309fde4fb661) With the sticky appearance: ![Screenshot 2024-06-21 at 10 55 13](https://github.com/microsoft/vscode/assets/11131775/9b64c100-5d9a-4024-a133-3fc4c5ba319d) Side by side: ![cropped_normal](https://github.com/microsoft/vscode/assets/11131775/c7576911-91ac-4f16-8d5f-fa945fce4264) ![cropped_sticky](https://github.com/microsoft/vscode/assets/11131775/13e9c10d-1b22-40e1-82d0-a6374f126d4e) After experimenting a bit with the `letterSpacing` configuration, I suspect the sticky bar is rendered with a"
216810,Terminal is often off set,,,completed,"Sorry, I don't know how to reproduce this and if there is logging that can be enabled but I often see the terminal like this 👇 <img width=""468"" alt=""Screenshot 2024-06-21 at 16 01 11"" src=""https://github.com/user-attachments/assets/c0e30bf7-1109-4c75-8d9e-c81a7f933fa2""> This is all scrolled back and sometimes the start/first command isn't at the top but off by a few pixels. Resizing (upwards) fixes this but I also see how resizing is janky/stutters. Maybe in some cases it misses a resize all together (janky resize) https://github.com/user-attachments/assets/d35ebd68-8876-4e95-85a9-d14922821892"
216808,Sort order in Extension Category filter is incorrect,,,completed,"<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ --> <!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ --> <!-- 🕮 Read our guide about submitting issues: https://github.com/microsoft/vscode/wiki/Submitting-Bugs-and-Suggestions --> <!-- 🔎 Search existing issues to avoid creating duplicates. --> <!-- 🧪 Test using the latest Insiders build to see if your issue has already been fixed: https://code.visualstudio.com/insiders/ --> <!-- 💡 Instead of creating your report here, use 'Report Issue' from the 'Help' menu in VS Code to pre-fill useful information. --> <!-- 🔧 Launch with `code --disable-extensions` to check. --> Does this issue occur when all extensions are disabled?: Yes <!-- 🪓 If you answered No above, use 'Help: Start Extension Bisect' from Command Palette to try to identify the cause. --> <!-- 📣 Issues caused by an extension need to be reported directly to the extension publisher. The 'Help > Report Issue' dialog can assist with this. --> - VS Code Version: 1.90.2 - OS Version: Windows 11 Steps to Reproduce: 1. Open **Extensions** view > **Filter** > **Category** 2. The **Chat** and **AI** categories are listed at the end of the list "
216791,Inline chat scrolls to bottom,,,completed,"* start inline on a line in the middle of the view port * :bug: when the zone shows, the ""focus line"" is scrolls towards the bottom"
216788,"Diff editor show ""no changes"" while still loading",,,,"* open a multifile diff * reload window * while the diff editor stores and loads it says that there are no changes yet <img width=""1178"" alt=""Screenshot 2024-06-21 at 09 16 43"" src=""https://github.com/user-attachments/assets/13e821d8-977b-4518-ad30-fab707e9b5ba"">"
216764,"VSCode ""Open Editors"" causing Logic Apps extension menu context issue",,,,"<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ --> <!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ --> <!-- 🕮 Read our guide about submitting issues: https://github.com/microsoft/vscode/wiki/Submitting-Bugs-and-Suggestions --> <!-- 🔎 Search existing issues to avoid creating duplicates. --> <!-- 🧪 Test using the latest Insiders build to see if your issue has already been fixed: https://code.visualstudio.com/insiders/ --> <!-- 💡 Instead of creating your report here, use 'Report Issue' from the 'Help' menu in VS Code to pre-fill useful information. --> <!-- 🔧 Launch with `code --disable-extensions` to check. --> Does this issue occur when all extensions are disabled?: N/A <!-- 🪓 If you answered No above, use 'Help: Start Extension Bisect' from Command Palette to try to identify the cause. --> <!-- 📣 Issues caused by an extension need to be reported directly to the extension publisher. The 'Help > Report Issue' dialog can assist with this. --> - VS Code Version: 1.90.2 and before - OS Version: Does not matter ""Open Editors"" causing menu context to be lost in the Azure Logic Apps Standard extension. It appears that the context key is lost f"
216757,Typing `c#` triggers variable suggestions in chat,,,,"Type: <b>Bug</b> 1. Open chat input 2. Type `c#` **bug** Completions show up VS Code version: Code - Insiders 1.91.0-insider (Universal) (6afc1c279374106ca4c60382c0d92ed661f4c7e4, 2024-06-20T05:50:16.512Z) OS version: Darwin arm64 23.5.0 Modes: <details> <summary>System Info</summary> |Item|Value| |---|---| |CPUs|Apple M2 Max (12 x 2400)| |GPU Status|2d_canvas: unavailable_software<br>canvas_oop_rasterization: disabled_off<br>direct_rendering_display_compositor: disabled_off_ok<br>gpu_compositing: disabled_software<br>multiple_raster_threads: enabled_on<br>opengl: disabled_off<br>rasterization: disabled_software<br>raw_draw: disabled_off_ok<br>skia_graphite: disabled_off<br>video_decode: disabled_software<br>video_encode: disabled_software<br>webgl: unavailable_software<br>webgl2: unavailable_software<br>webgpu: unavailable_software| |Load (avg)|4, 5, 5| |Memory (System)|64.00GB (0.53GB free)| |Process Argv|--crash-reporter-id 0fffb5da-9cd7-46fd-9e7f-a1564e8c5fda| |Screen Reader|no| |VM|0%| </details> <!-- generated by issue reporter -->"
216741,"""ExtHostSourceControl#statusBarCommands are equal"" logs",,,completed,"Seeing this logged about 100 times at startup. Let's avoid stuff like this in the `info` log level ``` 2024-06-20 10:41:55.213 [info] ExtHostSourceControl#statusBarCommands are equal 2024-06-20 10:41:55.213 [info] ExtHostSourceControl#statusBarCommands git.checkout, git.sync 2024-06-20 10:41:55.213 [info] ExtHostSourceControl#statusBarCommands are equal 2024-06-20 10:41:55.213 [info] ExtHostSourceControl#statusBarCommands git.checkout, git.sync 2024-06-20 10:41:55.214 [info] ExtHostSourceControl#statusBarCommands are equal 2024-06-20 10:41:55.214 [info] ExtHostSourceControl#statusBarCommands git.checkout, git.sync 2024-06-20 10:41:55.214 [info] ExtHostSourceControl#statusBarCommands are equal 2024-06-20 10:41:55.243 [info] ExtHostSourceControl#statusBarCommands git.checkout, git.sync 2024-06-20 10:41:55.243 [info] ExtHostSourceControl#statusBarCommands are equal 2024-06-20 10:41:55.243 [info] ExtHostSourceControl#statusBarCommands git.checkout, git.sync 2024-06-20 10:41:55.243 [info] ExtHostSourceControl#statusBarCommands are equal 2024-06-20 10:41:55.244 [info] ExtHostSourceControl#statusBarCommands git.checkout, git.sync 2024-06-20 10:41:55.244 [info] ExtHostSourceControl#statusB"
216729,Terminal sticky scroll has bad contrast in HC themes,,,completed,"Top 2 lines, notice no shadow/line on the bottom: <img width=""690"" alt=""Screenshot 2024-06-20 at 8 57 32 AM"" src=""https://github.com/user-attachments/assets/5297a4fb-5932-46bb-aa60-f5222890af9f""> When hovered: <img width=""578"" alt=""Screenshot 2024-06-20 at 8 58 08 AM"" src=""https://github.com/user-attachments/assets/ad698ede-496a-452a-b125-5b63070042f0""> For HC dark it looks like a regular row and there is no hover feedback"
216728,Search terminal links should be aware of more line/column formats,,,completed,"Repro: 1. Open vscode repo in terminal 2. Run echo ""vs/loader.js:15.0-10"" 3. Click the link Expected: <img width=""258"" alt=""Screenshot 2024-06-20 at 8 54 32 AM"" src=""https://github.com/user-attachments/assets/a9527039-e548-4729-91af-a3444fccf2c6""> or <img width=""613"" alt=""Screenshot 2024-06-20 at 8 55 25 AM"" src=""https://github.com/user-attachments/assets/bcce7701-3a88-4100-9bd7-a56cf0f069b5""> Actual: <img width=""171"" alt=""Screenshot 2024-06-20 at 8 54 41 AM"" src=""https://github.com/user-attachments/assets/82324c84-b935-49e0-8460-f38abddd8f6c"">"
216720,Stream of `LanguageModelChatResponse` doesn't really work,,,completed,"We wait for the send-request before opening the response stream [see this](https://github.com/microsoft/vscode/blob/7cc8d36ec4f4b1f9a9c1e8a69a8fa6d5749e77c0/src/vs/workbench/api/common/extHostLanguageModels.ts#L367) We do this because we want to wait for the request to be submitted, started but not finished. How it is done currently doesn't allow for to tell them apart"
216693,Inline Chat - Cannot read properties of undefined (reading 'length'),,,completed,"1. New untitled file 2. Open inline chat -> ""/fix missing header"" 3. Get an error ""Cannot read properties of undefined (reading 'length')"" 🐛 ![Image](https://github.com/user-attachments/assets/09468f9b-4ca8-4fd5-b255-9cab5c04bc71)"
216651,Unity Intellisense not working,,,not_planned,"Type: <b>Feature Request</b> Whenever I access my C# files that I use with Unity, I can no longer see the outlines nor utilise the autocorrect feature that was once available. VS Code version: Code 1.90.2 (Universal) (5437499feb04f7a586f677b155b039bc2b3669eb, 2024-06-18T22:37:41.291Z) OS version: Darwin arm64 23.5.0 Modes: <!-- generated by issue reporter -->"
216649,Memory leak in settings editor,,,completed,"<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ --> <!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ --> <!-- 🕮 Read our guide about submitting issues: https://github.com/microsoft/vscode/wiki/Submitting-Bugs-and-Suggestions --> <!-- 🔎 Search existing issues to avoid creating duplicates. --> <!-- 🧪 Test using the latest Insiders build to see if your issue has already been fixed: https://code.visualstudio.com/insiders/ --> <!-- 💡 Instead of creating your report here, use 'Report Issue' from the 'Help' menu in VS Code to pre-fill useful information. --> <!-- 🔧 Launch with `code --disable-extensions` to check. --> Does this issue occur when all extensions are disabled?: Yes <!-- 🪓 If you answered No above, use 'Help: Start Extension Bisect' from Command Palette to try to identify the cause. --> <!-- 📣 Issues caused by an extension need to be reported directly to the extension publisher. The 'Help > Report Issue' dialog can assist with this. --> - VS Code Version: 1.90.2 - OS Version: Ubuntu 24.04 ## Steps to Reproduce: 1. Open the settings ui editor 2. Close the settings ui editor 3. Repeat a few times 4. Notice that the number the number o"
